character_id,character_name,game_title,release_year,developer,publisher,game_scale,genre,narrative_role,playable_status,gender,sexuality,identity_category,identity_confirmation,queer_status,intersectionality_present,intersectionality_details,evidence_source,notes,character_image,image_credit,image_source_url,source_language,discovery_source,research_status,evidence_confidence,platform_version,last_reviewed,content_availability
52,Deadpool (Wade Wilson),Deadpool,2013,High Moon Studios,Activision,AAA,Action-adventure,protagonist,playable,man,pansexual,sexual_orientation,external_source,confirmed,no,None documented,https://lgbtqgamearchive.com/2018/06/21/lgbtq-characters-in-marvel-universe-video-games/,"Deadpool is documented as pansexual in Marvel's broader character canon. The game contains sexual humor but does not provide a clear self-description that independently establishes this label, so confirmation is external rather than inferred from jokes or flirtation.",,,,en,LGBTQ Video Game Archive,reviewed,medium,Base game,2026-08-21,
53,Doop,X-Men: Battle of the Atom,2014,PlayNext,GREE,Mobile,Card-based social game,supporting_character,playable,non_binary,pansexual,gender_identity; sexual_orientation,external_source,confirmed,no,None documented,https://lgbtqgamearchive.com/2018/06/21/lgbtq-characters-in-marvel-universe-video-games/,"The archive identifies Doop as nonbinary and pansexual and records an appearance in X-Men: Battle of the Atom. It does not report that either identity is explained in the game, so both fields are coded from external Marvel canon.",,,,en,LGBTQ Video Game Archive,reviewed,medium,Base game,2026-08-21,
54,Graymalkin,X-Men: Battle of the Atom,2014,PlayNext,GREE,Mobile,Card-based social game,supporting_character,playable,man,gay,sexual_orientation,explicit_in_game,confirmed,no,None documented,https://lgbtqgamearchive.com/2018/06/21/lgbtq-characters-in-marvel-universe-video-games/,Graymalkin made his first documented video-game appearance in X-Men: Battle of the Atom. The game's character description identified him as a gay man.,,,,en,LGBTQ Video Game Archive,reviewed,high,Base game,2026-08-21,
55,Karma (Xi’an Coy Manh),X-Men: Battle of the Atom,2014,PlayNext,GREE,Mobile,Card-based social game,supporting_character,playable,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,no,None documented,https://lgbtqgamearchive.com/2018/06/21/lgbtq-characters-in-marvel-universe-video-games/,Karma made her first documented video-game appearance in X-Men: Battle of the Atom. The game's character description identified her as a lesbian.,,,,en,LGBTQ Video Game Archive,reviewed,high,Base game,2026-08-21,
56,Lightspeed (Julie Power),LEGO Marvel’s Avengers,2016,TT Games,Warner Bros. Interactive Entertainment,AAA,Action-adventure,supporting_character,playable,woman,pansexual,sexual_orientation,external_source,confirmed,no,None documented,https://lgbtqgamearchive.com/2018/06/21/lgbtq-characters-in-marvel-universe-video-games/,"Lightspeed is identified as pansexual in the archive's summary of Marvel canon. LEGO Marvel’s Avengers was her first documented video-game appearance, but her orientation is not discussed in the game.",,,,en,LGBTQ Video Game Archive,reviewed,medium,Base game,2026-08-21,
57,Mystique (Raven Darkhölme),X-Men: Battle of the Atom,2014,PlayNext,GREE,Mobile,Card-based social game,supporting_character,playable,woman,bisexual,sexual_orientation,external_source,confirmed,no,None documented,https://lgbtqgamearchive.com/2018/06/21/lgbtq-characters-in-marvel-universe-video-games/,"Mystique is an established bisexual Marvel character and appears in the game's roster. The archive does not identify an explicit orientation statement in this title, so the classification relies on external canon and is not inferred from shapeshifting.",,,,en,LGBTQ Video Game Archive,reviewed,medium,Base game,2026-08-21,
58,Northstar (Jean-Paul Beaubier),X-Men: Battle of the Atom,2014,PlayNext,GREE,Mobile,Card-based social game,supporting_character,playable,man,gay,sexual_orientation,explicit_in_game,confirmed,no,None documented,https://lgbtqgamearchive.com/2018/06/21/lgbtq-characters-in-marvel-universe-video-games/,Northstar is an established gay Marvel character. X-Men: Battle of the Atom explicitly identified him as a gay man in its character description.,,,,en,LGBTQ Video Game Archive,reviewed,high,Base game,2026-08-21,
59,Prodigy (David Alleyne),X-Men: Battle of the Atom,2014,PlayNext,GREE,Mobile,Card-based social game,supporting_character,playable,man,bisexual,sexual_orientation,external_source,confirmed,no,None documented,https://lgbtqgamearchive.com/2018/06/21/lgbtq-characters-in-marvel-universe-video-games/,"Prodigy is an established bisexual Marvel character who appears in this game. The archive does not report an explicit orientation statement in his in-game description, so the classification is intertextual and externally confirmed.",,,,en,LGBTQ Video Game Archive,reviewed,medium,Base game,2026-08-21,
60,Shatterstar (Gaveedra Seven),X-Men: Battle of the Atom,2014,PlayNext,GREE,Mobile,Card-based social game,supporting_character,playable,man,bisexual,sexual_orientation,external_source,confirmed,no,None documented,https://lgbtqgamearchive.com/2018/06/21/lgbtq-characters-in-marvel-universe-video-games/,"Shatterstar is an established bisexual Marvel character who appears in this game. The archive does not report an explicit orientation statement in his in-game description, so the classification relies on external canon rather than the game text.",,,,en,LGBTQ Video Game Archive,reviewed,medium,Base game,2026-08-21,
61,Eagle,Street Fighter,1987,Capcom,Capcom,Arcade,Fighting,antagonist,non_playable,man,unknown,sexual_orientation,not_explicit_in_game,ambiguous,no,None documented,https://lgbtqgamearchive.com/2015/09/11/eagle-in-street-fighter/,"English bouncer and computer-controlled opponent in the original Street Fighter. His Freddie Mercury-inspired design and Japanese win quotes have supported a gay reading, but the archive describes the claim as debated rather than confirmed. Series context: Street Fighter began in Japan in 1987; Takashi Nishiyama and Hiroshi Matsumoto are credited as designers of the original game; Capcom developed and published the series across numerous platforms.",,Characters: Street Fighter II — TV Tropes,http://tvtropes.org/pmwiki/pmwiki.php/Characters/StreetFighterII,en,LGBTQ Video Game Archive,reviewed,medium,Arcade; series on various platforms,2026-08-22,
62,Zangief,Street Fighter II: The World Warrior,1991,Capcom,Capcom,Arcade,Fighting,supporting_character,playable,man,unknown,sexual_orientation,not_explicit_in_game,ambiguous,no,None documented,https://lgbtqgamearchive.com/2015/09/11/zangief-in-street-fighter-ii/,Playable Russian wrestler frequently interpreted as gay. The archive could not locate definitive confirmation from Capcom and records the claim as a queer reading or rumor rather than an established orientation.,,Characters: Street Fighter II — TV Tropes,http://tvtropes.org/pmwiki/pmwiki.php/Characters/StreetFighterII,en,LGBTQ Video Game Archive,reviewed,medium,Arcade; later ports,2026-08-22,
63,Poison,Ultra Street Fighter IV,2014,Capcom / Dimps,Capcom,AAA,Fighting,supporting_character,playable,trans_woman,not_recorded,gender_identity,ambiguous,ambiguous,no,None documented,https://lgbtqgamearchive.com/2015/09/10/poison-and-roxy-in-final-fight-and-street-fighter/,"Poison originated in Final Fight and later became playable in Street Fighter titles. Historical localization and developer accounts have variously described her as a transvestite, transsexual woman, or trans woman. The archive notes that producer Yoshinori Ono said Capcom would not define her gender identity, so this record preserves the trans-woman reading as implicit and contested rather than explicit canon. Poison was not part of the original 2008 Street Fighter IV roster.",,Characters: Street Fighter II — TV Tropes,http://tvtropes.org/pmwiki/pmwiki.php/Characters/StreetFighterII,en,LGBTQ Video Game Archive,reviewed,medium,Multiple platforms,2026-08-22,
64,Abel,Street Fighter IV,2008,Capcom / Dimps,Capcom,AAA,Fighting,protagonist,playable,man,unknown,sexual_orientation,ambiguous,not confirmed,no,None documented,https://lgbtqgamearchive.com/2015/09/11/abel-in-street-fighter-iv/,"Playable French mixed martial artist. Some secondary sources interpreted his prologue as expressing a wish to settle down with another male mercenary, but the archive's review found that the dialogue refers to a puppy. The rumored queer reading is retained for research history and is not treated as confirmed representation.",,Characters: Street Fighter II — TV Tropes,http://tvtropes.org/pmwiki/pmwiki.php/Characters/StreetFighterII,en,LGBTQ Video Game Archive,reviewed,low,Multiple platforms,2026-08-22,
65,Juri Han,Super Street Fighter IV,2010,Capcom / Dimps,Capcom,AAA,Fighting,antagonist,playable,woman,bisexual,sexual_orientation,not_explicit_in_game,ambiguous,no,None documented,https://lgbtqgamearchive.com/2015/09/11/juri-han-in-street-fighter-iv/,"South Korean playable fighter who debuted in Super Street Fighter IV in 2010. Her flirtation with women and men supports an implicitly bisexual reading, but the game does not explicitly label her orientation.",,Characters: Street Fighter II — TV Tropes,http://tvtropes.org/pmwiki/pmwiki.php/Characters/StreetFighterII,en,LGBTQ Video Game Archive,reviewed,medium,Multiple platforms,2026-08-22,
66,Toads,Super Mario Bros.,1985,Nintendo,Nintendo,AAA,Platformer,supporting_character,non_playable,non_binary,not_recorded,gender_identity,developer_confirmed,confirmed,no,None documented,https://lgbtqgamearchive.com/2015/09/11/toads-in-super-mario-bros/,"Toads have appeared in the Super Mario series since 1985. Shigeru Miyamoto said they were designed without a specific gender, and Nintendo producer Koichi Hayashida described them as a genderless race that adopts gendered characteristics. This group record does not imply that every individual Toad uses the same identity label.",,Screenshot credit documented by LGBTQ Video Game Archive,http://gaygamer.net/2014/11/nintendo-toad-and-toadette-may-not-have-set-sexes-genders,en,LGBTQ Video Game Archive,reviewed,high,Nintendo Entertainment System; series on various platforms,2026-08-22,
67,Frank N. Furter,Richard O’Brien’s The Rocky Horror Show,1985,CRL Group PLC,CRL Group PLC,,Action; puzzle,antagonist,non_playable,man,pansexual,gender_expression; sexual_orientation,external_source,confirmed,no,None documented,https://lgbtqgamearchive.com/2018/08/27/frank-n-furter-and-the-castle-denizens/,"The game adapts Frank N. Furter from the stage and film versions of Rocky Horror, where he is a self-described transvestite and pansexual alien man. In the game he walks through the castle in a dress and boots, while the broader identity and sexuality classification relies on the source character's intertextual canon rather than an in-game label.",,Commodore 64 screenshot — MobyGames,"http://www.mobygames.com/game/c64/rocky-horror-show/screenshots/gameShotId,318762/",en,LGBTQ Video Game Archive,reviewed,medium,Amstrad CPC; Apple II; Commodore 128; ZX Spectrum,2026-08-22,
68,Leather Goddesses,Leather Goddesses of Phobos,1986,Infocom,Infocom,,Interactive fiction,antagonist,non_playable,woman,bisexual,sexual_orientation,not_explicit_in_game,ambiguous,no,None documented,https://lgbtqgamearchive.com/2016/07/19/leather-goddesses-in-leather-goddesses-of-phobos/,"The titular Leather Goddesses remain interested in the player-character whether the player selects a man or a woman. The archive therefore documents a potentially bisexual reading, while noting that no other evidence confirms an orientation and that other sexual encounters are restricted to different-gender pairings.",,Leather Goddesses of Phobos screenshot — MobyGames,"http://www.mobygames.com/game/amiga/leather-goddesses-of-phobos/screenshots/gameShotId,190773/",en,LGBTQ Video Game Archive,reviewed,medium,PC/Mac,2026-08-22,
69,Vivien Pentreath,Moonmist,1986,Infocom,Infocom,,Interactive fiction,antagonist,non_playable,woman,lesbian,sexual_orientation,not_explicit_in_game,confirmed,no,None documented,https://lgbtqgamearchive.com/2015/09/11/vivien-in-moonmist/,"In Moonmist's blue plot line, Vivien is an artist and criminal whose jealousy concerns her girlfriend marrying a man. The game does not use the word lesbian, but the documented same-gender relationship supplies narrative evidence rather than a purely speculative reading.",,Moonmist box art — Wikipedia,http://en.wikipedia.org/wiki/Moonmist,en,LGBTQ Video Game Archive,reviewed,medium,Various,2026-08-22,
70,Tracker McDyke,Caper in the Castro,1989,C.M. Ralph,C.M. Ralph,Indie,Mystery; puzzle,protagonist,playable,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,no,None documented,https://lgbtqgamearchive.com/2015/08/23/caper-in-the-castro/,Playable lesbian detective who searches San Francisco's Castro district for her missing friend Tessy LaFemme. The archive identifies the game as the earliest known gay- and lesbian-themed computer game.,,,,en,LGBTQ Video Game Archive,reviewed,high,Mac,2026-08-22,
